Subsistema,Energetico,Variable,UnidadDeMedida,Año,Cantidad
Producción,Biomasa,OFERTA TOTAL,Kbep,2019,6882.89
Producción,Biomasa,OFERTA TOTAL,Kbep,2020,6976.98
Producción,Biomasa,OFERTA TOTAL,Kbep,2021,7072.35
Producción,Eólica,OFERTA TOTAL,Kbep,2014,5.05
Producción,Eólica,OFERTA TOTAL,Kbep,2015,7.09
Producción,Eólica,OFERTA TOTAL,Kbep,2016,21.63
Producción,Eólica,OFERTA TOTAL,Kbep,2017,37.41
Producción,Eólica,OFERTA TOTAL,Kbep,2018,36.46
Producción,Eólica,OFERTA TOTAL,Kbep,2019,43.51
Producción,Eólica,OFERTA TOTAL,Kbep,2020,39.78
Producción,Eólica,OFERTA TOTAL,Kbep,2021,74.12
Producción,Solar,OFERTA TOTAL,Kbep,2014,0.28
Producción,Solar,OFERTA TOTAL,Kbep,2015,2.97
Producción,Solar,OFERTA TOTAL,Kbep,2016,3.51
Producción,Solar,OFERTA TOTAL,Kbep,2017,4.27
Producción,Solar,OFERTA TOTAL,Kbep,2018,78.95
Producción,Solar,OFERTA TOTAL,Kbep,2019,117.12
Producción,Solar,OFERTA TOTAL,Kbep,2020,154.89
Producción,Solar,OFERTA TOTAL,Kbep,2021,217.19
Producción,Electricidad,OFERTA TOTAL,Kbep,2006,-0.03
Producción,Electricidad,OFERTA TOTAL,Kbep,2007,-0.04
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2006,2701.31
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2007,3299.26
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2008,2968.28
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2009,3939.69
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2010,4276.64
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2011,4899.4
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2012,4907.79
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2013,5559.34
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2014,5917.15
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2015,5085.85
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2016,5769.64
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2017,6775.5
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2018,7579.75
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2019,8949.77
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2020,6293.6
Producción,Diesel Oil,OFERTA TOTAL,Kbep,2021,9390.86
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2006,-15594.29
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2007,-16616.93
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2008,-17910.42
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2009,-15506.17
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2010,-16025.06
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2011,-16594.33
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2012,-16804.06
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2013,-19355.61
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2014,-20247.34
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2015,-22422
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2016,-20916.69
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2017,-20029.97
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2018,-19035.59
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2019,-16585.23
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2020,-15588.93
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Transformación en Refinerías,Kbep,2021,-15627.37
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2006,4526.71
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2007,4895.39
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2008,5067.26
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2009,4058.86
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2010,4041.34
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2011,4280.91
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2012,4597.74
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2013,5199.91
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2014,5654.81
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2015,6332.14
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2016,5829.32
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2017,5334.55
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2018,5182.32
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2019,4168.18
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2020,4460.6
Producción,Diesel Oil,Transformación en Refinerías,Kbep,2021,3890.55
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2006,102.32
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2007,-37.57
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2008,162.1
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2009,162.1
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2010,16.14
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2011,-1.16
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2012,6.85
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2013,25.59
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2014,19.03
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2015,-13.33
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2016,21.52
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2017,8.33
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2018,2.59
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2019,-70.71
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2020,57.81
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Variación de inventarios,Kbep,2021,15.8
Producción,Diesel Oil,Variación de inventarios,Kbep,2006,-59.79
Producción,Diesel Oil,Variación de inventarios,Kbep,2007,80.43
Producción,Diesel Oil,Variación de inventarios,Kbep,2008,14.37
Producción,Diesel Oil,Variación de inventarios,Kbep,2009,-17.84
Producción,Diesel Oil,Variación de inventarios,Kbep,2010,20.63
Producción,Diesel Oil,Variación de inventarios,Kbep,2011,-7.21
Producción,Diesel Oil,Variación de inventarios,Kbep,2012,-10.19
Producción,Diesel Oil,Variación de inventarios,Kbep,2013,-23.34
Producción,Diesel Oil,Variación de inventarios,Kbep,2014,16.3
Producción,Diesel Oil,Variación de inventarios,Kbep,2015,-11.14
Producción,Diesel Oil,Variación de inventarios,Kbep,2016,15.52
Producción,Diesel Oil,Variación de inventarios,Kbep,2017,23.56
Producción,Diesel Oil,Variación de inventarios,Kbep,2018,-3.61
Producción,Diesel Oil,Variación de inventarios,Kbep,2019,-77.1
Producción,Diesel Oil,Variación de inventarios,Kbep,2020,11.52
Producción,Diesel Oil,Variación de inventarios,Kbep,2021,92.01
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2006,-4982.26
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2007,-5516.41
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2008,-6335.87
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2009,-7005.8
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2010,-8456.88
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2011,-9239.85
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2012,-9422.36
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2013,-9119.79
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2014,-10387.75
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2015,-10753.23
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2016,-12812.4
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2017,-12010.95
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2018,-10975.94
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2019,-9677.81
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2020,-8640.05
Producción,Gas Natural,Transformación en Centrales eléctricas,Kbep,2021,-8630.85
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2006,-1337.64
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2007,-1437.03
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2008,-1431.04
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2009,-1422.38
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2010,-1346.82
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2011,-1453.89
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2012,-1457.55
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2013,-1570.71
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2014,-1394.96
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2015,-1524.73
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2016,-1062.99
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2017,-1381.62
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2018,-1614.55
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2019,-2010.34
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2020,-1821.2
Producción,Hidroenergia,Transformación en Centrales eléctricas,Kbep,2021,-2003.1
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2006,-246.92
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2007,-296.78
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2008,-398.24
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2009,-489.73
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2010,-477.58
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2011,-263.51
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2012,-264.34
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2013,-325.76
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2014,-335.99
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2015,-354.22
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2016,-276.24
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2017,-210.74
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2018,-344.24
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2019,-1579.29
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2020,-1001.38
Producción,Biomasa,Transformación en Centrales eléctricas,Kbep,2021,-1697
Producción,Eólica,Transformación en Centrales eléctricas,Kbep,2014,-5.05
Producción,Eólica,Transformación en Centrales eléctricas,Kbep,2015,-7.09
Producción,Eólica,Transformación en Centrales eléctricas,Kbep,2016,-21.63
Producción,Eólica,Transformación en Centrales eléctricas,Kbep,2017,-37.41
Producción,Eólica,Transformación en Centrales eléctricas,Kbep,2018,-36.46
Producción,Eólica,Transformación en Centrales eléctricas,Kbep,2019,-43.51
Producción,Eólica,Transformación en Centrales eléctricas,Kbep,2020,-39.78
Producción,Eólica,Transformación en Centrales eléctricas,Kbep,2021,-74.12
Producción,Solar,Transformación en Centrales eléctricas,Kbep,2014,-0.28
Producción,Solar,Transformación en Centrales eléctricas,Kbep,2015,-2.97
Producción,Solar,Transformación en Centrales eléctricas,Kbep,2016,-3.51
Producción,Solar,Transformación en Centrales eléctricas,Kbep,2017,-4.27
Producción,Solar,Transformación en Centrales eléctricas,Kbep,2018,-78.95
Producción,Solar,Transformación en Centrales eléctricas,Kbep,2019,-117.12
Producción,Solar,Transformación en Centrales eléctricas,Kbep,2020,-154.89
Producción,Solar,Transformación en Centrales eléctricas,Kbep,2021,-217.19
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2006,3081.64
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2007,3350.11
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2008,3658.55
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2009,3845.68
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2010,4112.43
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2011,4424.83
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2012,4680.67
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2013,4936.62
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2014,5247.95
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2015,5513.35
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2016,5687.59
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2017,5824.96
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2018,5987.99
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2019,6184.47
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2020,5982.98
Producción,Electricidad,Transformación en Centrales eléctricas,Kbep,2021,6443.51
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2006,-191.73
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2007,-226.85
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2008,-214.3
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2009,-230.48
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2010,-288.4
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2011,-258.23
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2012,-344.93
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2013,-325.36
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2014,-388.23
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2015,-416.67
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2016,-416.88
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2017,-445.49
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2018,-472.62
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2019,-490.31
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2020,-467.16
Producción,Diesel Oil,Transformación en Centrales eléctricas,Kbep,2021,-437.68
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2006,17749.84
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2007,18027.96
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2008,17235.77
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2009,15005.1
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2010,15686.02
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2011,16296.34
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2012,18875.43
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2013,21652.61
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2014,23065.87
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2015,22234.84
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2016,20719.48
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2017,19916
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2018,18583.14
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2019,16478.17
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2020,15162.55
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",Producción,Kbep,2021,14926.1
Producción,Gas Natural,Producción,Kbep,2006,81227.72
Producción,Gas Natural,Producción,Kbep,2007,86428.14
Producción,Gas Natural,Producción,Kbep,2008,90020.56
Producción,Gas Natural,Producción,Kbep,2009,77286.66
Producción,Gas Natural,Producción,Kbep,2010,90415.76
Producción,Gas Natural,Producción,Kbep,2011,98381.24
Producción,Gas Natural,Producción,Kbep,2012,111875.08
Producción,Gas Natural,Producción,Kbep,2013,127222.91
Producción,Gas Natural,Producción,Kbep,2014,133882.3
Producción,Gas Natural,Producción,Kbep,2015,132619.58
Producción,Gas Natural,Producción,Kbep,2016,127589.37
Producción,Gas Natural,Producción,Kbep,2017,123769.8
Producción,Gas Natural,Producción,Kbep,2018,115673.06
Producción,Gas Natural,Producción,Kbep,2019,101946.71
Producción,Gas Natural,Producción,Kbep,2020,97986.89
Producción,Gas Natural,Producción,Kbep,2021,101470.11
Producción,Hidroenergia,Producción,Kbep,2006,1337.64
Producción,Hidroenergia,Producción,Kbep,2007,1437.03
Producción,Hidroenergia,Producción,Kbep,2008,1431.04
Producción,Hidroenergia,Producción,Kbep,2009,1422.38
Producción,Hidroenergia,Producción,Kbep,2010,1346.82
Producción,Hidroenergia,Producción,Kbep,2011,1453.89
Producción,Hidroenergia,Producción,Kbep,2012,1457.55
Producción,Hidroenergia,Producción,Kbep,2013,1570.71
Producción,Hidroenergia,Producción,Kbep,2014,1394.96
Producción,Hidroenergia,Producción,Kbep,2015,1526.11
Producción,Hidroenergia,Producción,Kbep,2016,1065.61
Producción,Hidroenergia,Producción,Kbep,2017,1383.9
Producción,Hidroenergia,Producción,Kbep,2018,1618.62
Producción,Hidroenergia,Producción,Kbep,2019,2013.99
Producción,Hidroenergia,Producción,Kbep,2020,1822.98
Producción,Hidroenergia,Producción,Kbep,2021,2005.54
Producción,Biomasa,Producción,Kbep,2006,5518
Producción,Biomasa,Producción,Kbep,2007,5702
Producción,Biomasa,Producción,Kbep,2008,5928
Producción,Biomasa,Producción,Kbep,2009,6009.04
Producción,Biomasa,Producción,Kbep,2010,6091.18
Producción,Biomasa,Producción,Kbep,2011,6174.45
Producción,Biomasa,Producción,Kbep,2012,6258.85
Producción,Biomasa,Producción,Kbep,2013,6344.41
Producción,Biomasa,Producción,Kbep,2014,6431.14
Producción,Biomasa,Producción,Kbep,2015,6519.05
Producción,Biomasa,Producción,Kbep,2016,6608.17
Producción,Biomasa,Producción,Kbep,2017,6698.5
Producción,Biomasa,Producción,Kbep,2018,6790.07
Producción,Biomasa,Producción,Kbep,2019,6882.89
Producción,Biomasa,Producción,Kbep,2020,6976.98
Producción,Biomasa,Producción,Kbep,2021,7072.35
Producción,Eólica,Producción,Kbep,2014,5.05
Producción,Eólica,Producción,Kbep,2015,7.09
Producción,Eólica,Producción,Kbep,2016,21.63
Producción,Eólica,Producción,Kbep,2017,37.41
Producción,Eólica,Producción,Kbep,2018,36.46
Producción,Eólica,Producción,Kbep,2019,43.51
Producción,Eólica,Producción,Kbep,2020,39.78
Producción,Eólica,Producción,Kbep,2021,74.12
Producción,Solar,Producción,Kbep,2014,0.28
Producción,Solar,Producción,Kbep,2015,2.97
Producción,Solar,Producción,Kbep,2016,3.51
Producción,Solar,Producción,Kbep,2017,4.27
Producción,Solar,Producción,Kbep,2018,78.95
Producción,Solar,Producción,Kbep,2019,117.12
Producción,Solar,Producción,Kbep,2020,154.89
Producción,Solar,Producción,Kbep,2021,217.19
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2006,-52.91
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2007,-52.91
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2008,-52.91
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2009,-52.91
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2010,-59.12
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2011,-85.41
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2012,-117.74
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2013,-119.76
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2014,-121.9
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2015,-251.62
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2016,-344.12
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2017,-510.56
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2018,-533
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2019,-651.41
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2020,-380.84
Producción,Gas Natural,Transformación en Autoproductores,Kbep,2021,-615.42
Producción,Hidroenergia,Transformación en Autoproductores,Kbep,2015,-1.38
Producción,Hidroenergia,Transformación en Autoproductores,Kbep,2016,-2.62
Producción,Hidroenergia,Transformación en Autoproductores,Kbep,2017,-2.28
Producción,Hidroenergia,Transformación en Autoproductores,Kbep,2018,-4.07
Producción,Hidroenergia,Transformación en Autoproductores,Kbep,2019,-3.65
Producción,Hidroenergia,Transformación en Autoproductores,Kbep,2020,-1.78
Producción,Hidroenergia,Transformación en Autoproductores,Kbep,2021,-2.44
Producción,Biomasa,Transformación en Autoproductores,Kbep,2011,-261.26
Producción,Biomasa,Transformación en Autoproductores,Kbep,2012,-233.49
Producción,Biomasa,Transformación en Autoproductores,Kbep,2013,-461.14
Producción,Biomasa,Transformación en Autoproductores,Kbep,2014,-433.87
Producción,Biomasa,Transformación en Autoproductores,Kbep,2015,-874.64
Producción,Biomasa,Transformación en Autoproductores,Kbep,2016,-681.81
Producción,Biomasa,Transformación en Autoproductores,Kbep,2017,-495.72
Producción,Biomasa,Transformación en Autoproductores,Kbep,2018,-500.93
Producción,Biomasa,Transformación en Autoproductores,Kbep,2019,-293.07
Producción,Biomasa,Transformación en Autoproductores,Kbep,2020,-371.63
Producción,Biomasa,Transformación en Autoproductores,Kbep,2021,-1097.16
Producción,Electricidad,Transformación en Autoproductores,Kbep,2006,4.6
Producción,Electricidad,Transformación en Autoproductores,Kbep,2007,5.19
Producción,Electricidad,Transformación en Autoproductores,Kbep,2008,3.65
Producción,Electricidad,Transformación en Autoproductores,Kbep,2009,3.65
Producción,Electricidad,Transformación en Autoproductores,Kbep,2010,7.14
Producción,Electricidad,Transformación en Autoproductores,Kbep,2011,48.26
Producción,Electricidad,Transformación en Autoproductores,Kbep,2012,65.74
Producción,Electricidad,Transformación en Autoproductores,Kbep,2013,59.18
Producción,Electricidad,Transformación en Autoproductores,Kbep,2014,56.1
Producción,Electricidad,Transformación en Autoproductores,Kbep,2015,137.71
Producción,Electricidad,Transformación en Autoproductores,Kbep,2016,138.72
Producción,Electricidad,Transformación en Autoproductores,Kbep,2017,183.32
Producción,Electricidad,Transformación en Autoproductores,Kbep,2018,176.53
Producción,Electricidad,Transformación en Autoproductores,Kbep,2019,156.68
Producción,Electricidad,Transformación en Autoproductores,Kbep,2020,236.11
Producción,Electricidad,Transformación en Autoproductores,Kbep,2021,297.4
Producción,Diesel Oil,Transformación en Autoproductores,Kbep,2012,-0.14
Producción,Diesel Oil,Transformación en Autoproductores,Kbep,2013,-0.14
Producción,Diesel Oil,Transformación en Autoproductores,Kbep,2014,-0.14
Producción,Diesel Oil,Transformación en Autoproductores,Kbep,2015,-7.41
Producción,Diesel Oil,Transformación en Autoproductores,Kbep,2016,-7.41
Producción,Diesel Oil,Transformación en Autoproductores,Kbep,2017,-1.2
Producción,Diesel Oil,Transformación en Autoproductores,Kbep,2018,-2.12
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2006,-2179.79
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2007,-2170.68
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2008,-2171.54
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2009,-2110.3
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2010,-2061.21
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2011,-1979.2
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2012,-1986.57
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2013,-2579.08
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2014,-2759.73
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2015,-3043.03
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2016,-3799.07
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2017,-3799.62
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2018,-3988.12
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2019,-4440.21
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2020,-4078.74
Producción,Gas Natural,Transformación en Plantas de tratamiento de gas,Kbep,2021,-4903.43
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2006,-15594.29
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2007,-16616.93
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2008,-17910.42
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2009,-15506.17
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2010,-16025.06
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2011,-16594.33
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2012,-16804.06
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2013,-19355.61
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2014,-20247.34
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2015,-22422
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2016,-20916.69
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2017,-20029.97
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2018,-19035.59
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2019,-16585.23
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2020,-15588.93
Producción,"Petróleo Crudo, Condensado y Gasolina Natural",TOTAL TRANSFORMACIÓN,Kbep,2021,-15627.37
